Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementPresent(findTestObject(""lbl_Content"", [""text"":""165.000.000.00""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:02,17-01-2025 17:00:03,0.276s,PASSED
"scrollToElement(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[2]/div[3]/div[1]/div[1]/div[1]/div[1]/form[1]/div[7]/button[1]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:03,17-01-2025 17:00:03,0.283s,PASSED
"verifyElementPresent(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[3]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:03,17-01-2025 17:00:03,0.275s,PASSED
"verifyElementPresent(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[4]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:03,17-01-2025 17:00:03,0.281s,PASSED
"scrollToElement(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[4]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:03,17-01-2025 17:00:04,0.271s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:04,17-01-2025 17:00:04,0.367s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:04,17-01-2025 17:00:05,0.601s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:05,17-01-2025 17:00:05,0.615s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:05,17-01-2025 17:00:06,0.584s,PASSED
"scrollToElement(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:06,17-01-2025 17:00:06,0.516s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[3]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:06,17-01-2025 17:00:07,0.385s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[3]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:07,17-01-2025 17:00:07,0.581s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[4]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:07,17-01-2025 17:00:08,0.617s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[4]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:08,17-01-2025 17:00:08,0.567s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[5]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:08,17-01-2025 17:00:09,0.583s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[5]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:09,17-01-2025 17:00:10,0.583s,PASSED
"scrollToElement(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:10,17-01-2025 17:00:10,0.494s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[6]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:10,17-01-2025 17:00:11,0.379s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[6]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:11,17-01-2025 17:00:11,0.579s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[7]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:11,17-01-2025 17:00:12,0.585s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[7]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:12,17-01-2025 17:00:12,0.581s,PASSED
"scrollToElement(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[5]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:12,17-01-2025 17:00:13,0.494s,PASSED
"verifyElementPresent(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:13,17-01-2025 17:00:13,0.700s,PASSED
Start listener action : AfterTestCase,Chrome 131.0.0.0,,,17-01-2025 17:00:13,17-01-2025 17:00:13,0.000s,PASSED
,,,,,,,
Test Cases/Customer/Product/RegressionTest_VerifyBAFDanaSyariahPage_ElementsArePresent,Chrome 131.0.0.0,,,17-01-2025 17:00:13,17-01-2025 17:00:34,20.818s,PASSED
Start listener action : BeforeTestCase,Chrome 131.0.0.0,,,17-01-2025 17:00:13,17-01-2025 17:00:13,0.000s,PASSED
"click(findTestObject(""link_Content"", [""href"":""#"", ""text"":""Product""]))",Chrome 131.0.0.0,"Click Menu ""Product""",,17-01-2025 17:00:14,17-01-2025 17:00:14,0.370s,PASSED
"click(findTestObject(""link_Content"", [""href"":""/product/DanaSyariah"", ""text"":""BAF Dana Syariah""]))",Chrome 131.0.0.0,"Click Menu ""BAF Dana Syariah""",,17-01-2025 17:00:14,17-01-2025 17:00:15,0.583s,PASSED
"verifyElementPresent(findTestObject(""lbl_Content"", [""text"":""BAF Dana Syariah""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:15,17-01-2025 17:00:16,1.619s,PASSED
"verifyElementPresent(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[2]/div[1]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:16,17-01-2025 17:00:16,0.257s,PASSED
"verifyElementPresent(findTestObject(""lbl_Content"", [""text"":""Check estimated monthly installments for BAF Dana Syariah, Simulation Here!""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:16,17-01-2025 17:00:17,0.279s,PASSED
"scrollToElement(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[2]/div[3]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:17,17-01-2025 17:00:17,0.273s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[2]/div[4]/div[1]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:17,17-01-2025 17:00:17,0.403s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[2]/div[4]/div[1]/div[1]/div[2]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:17,17-01-2025 17:00:18,0.368s,PASSED
"focus(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[4]""]), STOP_ON_FAILURE)",Chrome 131.0.0.0,,,17-01-2025 17:00:18,17-01-2025 17:00:18,0.427s,PASSED
"verifyElementPresent(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[3]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:18,17-01-2025 17:00:19,0.279s,PASSED
"verifyElementPresent(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[4]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:19,17-01-2025 17:00:19,0.266s,PASSED
"scrollToElement(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[4]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:19,17-01-2025 17:00:19,0.287s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:19,17-01-2025 17:00:19,0.386s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:19,17-01-2025 17:00:20,0.569s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:20,17-01-2025 17:00:21,0.597s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:21,17-01-2025 17:00:21,0.583s,PASSED
"scrollToElement(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[2]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:21,17-01-2025 17:00:22,0.522s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[3]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:22,17-01-2025 17:00:22,0.392s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[3]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:22,17-01-2025 17:00:23,0.599s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[4]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:23,17-01-2025 17:00:23,0.580s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[4]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:23,17-01-2025 17:00:24,0.563s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[5]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:24,17-01-2025 17:00:24,0.568s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[5]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:24,17-01-2025 17:00:25,0.585s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[6]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:25,17-01-2025 17:00:26,0.601s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[6]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:26,17-01-2025 17:00:26,0.578s,PASSED
"scrollToElement(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[6]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:26,17-01-2025 17:00:27,0.500s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[7]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:27,17-01-2025 17:00:27,0.368s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[7]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:27,17-01-2025 17:00:28,0.582s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[8]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:28,17-01-2025 17:00:28,0.600s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[8]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:28,17-01-2025 17:00:29,0.554s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[9]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:29,17-01-2025 17:00:29,0.566s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[9]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:29,17-01-2025 17:00:30,0.584s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[10]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:30,17-01-2025 17:00:31,0.620s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[10]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:31,17-01-2025 17:00:31,0.570s,PASSED
"scrollToElement(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[9]""]), 10)",Chrome 131.0.0.0,,,17-01-2025 17:00:31,17-01-2025 17:00:32,0.508s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[11]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:32,17-01-2025 17:00:32,0.378s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[11]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:32,17-01-2025 17:00:33,0.561s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[12]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:33,17-01-2025 17:00:33,0.580s,PASSED
"click(findTestObject(""var_Content"", [""xpath"":""//body[1]/div[1]/main[1]/main[1]/div[5]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[1]/div[12]/div[1]/div[1]""]))",Chrome 131.0.0.0,,,17-01-2025 17:00:33,17-01-2025 17:00:34,0.595s,PASSED
